Fact,ProvenanceLeft,ProvenanceRight,Rule
partOfTransitive(1425|214),partOfTransitive(1425|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1425|275),partOf(1425|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1425|3),partOfTransitive(1425|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1425|enzyme),partOfTransitive(1425|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1425|gpcr),partOfTransitive(1425|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1425|transporter),partOfTransitive(1425|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|1),partOfTransitive(1426|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|1111),partOfTransitive(1426|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|135),partOfTransitive(1426|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|20),partOfTransitive(1426|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|214),partOfTransitive(1426|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|275),partOf(1426|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1426|3),partOfTransitive(1426|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|enzyme),partOfTransitive(1426|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|gpcr),partOfTransitive(1426|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1426|transporter),partOfTransitive(1426|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|1),partOfTransitive(1427|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|1111),partOfTransitive(1427|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|135),partOfTransitive(1427|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|20),partOfTransitive(1427|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|214),partOfTransitive(1427|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|275),partOf(1427|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1427|3),partOfTransitive(1427|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|enzyme),partOfTransitive(1427|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|gpcr),partOfTransitive(1427|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1427|transporter),partOfTransitive(1427|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|1),partOfTransitive(1428|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|1111),partOfTransitive(1428|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|135),partOfTransitive(1428|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|20),partOfTransitive(1428|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|214),partOfTransitive(1428|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|275),partOf(1428|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1428|3),partOfTransitive(1428|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|enzyme),partOfTransitive(1428|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|gpcr),partOfTransitive(1428|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1428|transporter),partOfTransitive(1428|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|1),partOfTransitive(1429|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|1111),partOfTransitive(1429|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|135),partOfTransitive(1429|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|20),partOfTransitive(1429|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|214),partOfTransitive(1429|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|275),partOf(1429|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1429|3),partOfTransitive(1429|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|enzyme),partOfTransitive(1429|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|gpcr),partOfTransitive(1429|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1429|transporter),partOfTransitive(1429|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(142|1),partOfTransitive(142|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(142|1113),partOf(142|1113),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(142|20),partOfTransitive(142|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(142|214),partOfTransitive(142|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(142|3),partOfTransitive(142|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(142|gpcr),partOfTransitive(142|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(142|transporter),partOfTransitive(142|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|1),partOfTransitive(1430|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|1111),partOfTransitive(1430|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|135),partOfTransitive(1430|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|20),partOfTransitive(1430|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|214),partOfTransitive(1430|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|275),partOf(1430|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1430|3),partOfTransitive(1430|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|enzyme),partOfTransitive(1430|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|gpcr),partOfTransitive(1430|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1430|transporter),partOfTransitive(1430|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|1),partOfTransitive(1431|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|1111),partOfTransitive(1431|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|135),partOfTransitive(1431|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|20),partOfTransitive(1431|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|214),partOfTransitive(1431|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|275),partOf(1431|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1431|3),partOfTransitive(1431|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|enzyme),partOfTransitive(1431|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|gpcr),partOfTransitive(1431|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1431|transporter),partOfTransitive(1431|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|1),partOfTransitive(1432|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|1111),partOfTransitive(1432|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|1113),partOfTransitive(1432|156),partOf(156|1113),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|135),partOfTransitive(1432|275),partOf(275|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|156),partOfTransitive(1432|799),partOf(799|156),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|20),partOfTransitive(1432|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|214),partOfTransitive(1432|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|275),partOf(1432|275),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1432|3),partOfTransitive(1432|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|799),partOf(1432|799),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1432|enzyme),partOfTransitive(1432|275),partOf(275|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|gpcr),partOfTransitive(1432|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1432|transporter),partOfTransitive(1432|156),partOf(156|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|1),partOfTransitive(1433|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|1111),partOfTransitive(1433|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|135),partOfTransitive(1433|276),partOf(276|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|20),partOfTransitive(1433|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|214),partOfTransitive(1433|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|276),partOf(1433|276),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1433|3),partOfTransitive(1433|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|enzyme),partOfTransitive(1433|276),partOf(276|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|gpcr),partOfTransitive(1433|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1433|transporter),partOfTransitive(1433|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|1),partOfTransitive(1434|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|1111),partOfTransitive(1434|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|1113),partOfTransitive(1434|156),partOf(156|1113),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|135),partOfTransitive(1434|276),partOf(276|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|156),partOfTransitive(1434|799),partOf(799|156),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|20),partOfTransitive(1434|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|214),partOfTransitive(1434|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|276),partOf(1434|276),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1434|3),partOfTransitive(1434|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|799),partOf(1434|799),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1434|enzyme),partOfTransitive(1434|799),partOf(799|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|gpcr),partOfTransitive(1434|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1434|transporter),partOfTransitive(1434|156),partOf(156|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|1),partOfTransitive(1435|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|1111),partOfTransitive(1435|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|135),partOfTransitive(1435|277),partOf(277|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|20),partOfTransitive(1435|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|214),partOfTransitive(1435|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|277),partOf(1435|277),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1435|3),partOfTransitive(1435|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|enzyme),partOfTransitive(1435|277),partOf(277|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|gpcr),partOfTransitive(1435|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1435|transporter),partOfTransitive(1435|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|1),partOfTransitive(1436|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|1111),partOfTransitive(1436|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|135),partOfTransitive(1436|277),partOf(277|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|20),partOfTransitive(1436|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|214),partOfTransitive(1436|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|277),partOf(1436|277),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1436|3),partOfTransitive(1436|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|enzyme),partOfTransitive(1436|277),partOf(277|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|gpcr),partOfTransitive(1436|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1436|transporter),partOfTransitive(1436|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|1),partOfTransitive(1437|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|1111),partOfTransitive(1437|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|135),partOfTransitive(1437|277),partOf(277|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|20),partOfTransitive(1437|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|214),partOfTransitive(1437|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|277),partOf(1437|277),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1437|3),partOfTransitive(1437|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|enzyme),partOfTransitive(1437|277),partOf(277|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|gpcr),partOfTransitive(1437|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1437|transporter),partOfTransitive(1437|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|1),partOfTransitive(1438|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|1111),partOfTransitive(1438|135),partOf(135|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|135),partOfTransitive(1438|277),partOf(277|135),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|20),partOfTransitive(1438|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|214),partOfTransitive(1438|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|277),partOf(1438|277),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1438|3),partOfTransitive(1438|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|enzyme),partOfTransitive(1438|277),partOf(277|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|gpcr),partOfTransitive(1438|135),partOf(135|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1438|transporter),partOfTransitive(1438|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
